id,lat,lon,area,depth,hydrolakes,elevation
lake_496,-42.25,-72.25,0.68,17.5,1113551,250
lake_497,-42.25,-71.75,9.55,24.11,123121,300
lake_498,-42.25,-71.25,6.75,22.01,123134,641
lake_499,-42.25,-70.25,0.29,4.93,1113529,867
lake_500,-42.25,-68.75,0.34,3.82,1113574,955
lake_501,-42.25,-68.25,0.2,5.35,1113510,1402
lake_502,-42.25,-67.75,0.17,3.83,1113493,1118
lake_503,-42.25,-67.25,1.83,12.52,123135,646
lake_504,-42.25,-66.75,0.96,7.62,1113533,484
lake_505,-42.25,-66.25,1.02,6.51,123128,409
lake_506,-42.25,-65.75,1.13,8.58,123125,275
lake_507,-42.25,-65.25,0.26,11.39,1113525,170
lake_508,-42.25,-64.75,0.25,4.83,1113568,5
lake_509,-42.25,-63.75,12.63,15.2,10604,0
lake_510,-42.25,145.75,36.59,24.01,16669,231
lake_511,-42.25,146.25,31.91,25.57,16672,716
lake_512,-42.25,146.75,34.84,34.92,16671,840
lake_513,-42.25,147.25,45.73,32.61,16668,802
lake_514,-42.25,147.75,6.1,22.66,185064,466
lake_515,-42.25,148.25,0.79,8.17,1427260,0
lake_516,-42.25,171.75,4.99,18.24,185075,249
lake_517,-42.25,172.25,2.36,29.26,185071,660
lake_518,-42.25,172.75,2.24,24.93,185063,1103
lake_519,-42.25,173.25,0.54,6.17,1427279,888
lake_520,-42.25,173.75,0.27,11.73,1427294,24
lake_521,-41.75,-73.75,0.5,7.99,1113437,0
lake_522,-41.75,-73.25,1.34,14.05,123108,67
lake_523,-41.75,-72.75,0.68,12.93,1113377,1041
lake_524,-41.75,-72.25,5.01,27.56,123117,525
lake_525,-41.75,-71.75,4.9,17.16,123100,539
lake_526,-41.75,-71.25,0.12,7.08,1113375,842
lake_527,-41.75,-70.75,0.35,4.48,1113372,1169
lake_528,-41.75,-69.25,0.6,5.68,1113433,1592
lake_529,-41.75,-68.75,0.19,5.62,1113463,1106
lake_530,-41.75,-68.25,0.99,4.17,1113436,1081
lake_531,-41.75,-67.75,2.15,4.75,123107,996
lake_532,-41.75,-67.25,1.39,6.3,123114,595
lake_533,-41.75,-66.75,0.18,4.38,1113476,581
lake_534,-41.75,-66.25,0.23,5.17,1113488,564
lake_535,-41.75,-65.75,0.47,12.72,1113428,347
lake_536,-41.75,-65.25,0.83,7.15,1113420,226
lake_537,-41.75,145.25,15.51,20.5,16663,102
lake_538,-41.75,145.75,25.6,15.43,16661,221
lake_539,-41.75,146.25,1.32,19.42,185032,479
lake_540,-41.75,146.75,148.34,113.87,1699,1034
lake_541,-41.75,147.25,0.51,8.23,1427171,178
lake_542,-41.75,147.75,0.12,7.92,1427116,1348
lake_543,-41.75,148.25,0.28,12.17,1427164,3
lake_544,-41.75,171.25,0.27,15.19,1427222,154
lake_545,-41.75,172.25,0.52,13.15,1427122,342
lake_546,-41.75,172.75,23.26,28.72,16664,454
lake_547,-41.75,173.25,0.37,6.2,1427115,763
lake_548,-41.75,173.75,0.46,10.1,1427123,282
lake_549,-41.75,174.25,10.41,37.07,16662,0
lake_550,-41.25,-73.75,0.51,9.91,1113259,6
lake_551,-41.25,-73.25,1.08,19.03,123088,110
lake_552,-41.25,-72.75,861.75,317,992,53
lake_553,-41.25,-72.25,173.63,448.93,991,190
lake_554,-41.25,-71.75,36.66,50.31,10598,807
lake_555,-41.25,-71.25,16.61,34.3,10597,808
lake_556,-41.25,-70.75,0.17,6.47,1113362,1149
lake_557,-41.25,-70.25,0.17,6.66,1113298,1148
lake_558,-41.25,-69.75,0.8,5.78,1113267,1135
lake_559,-41.25,-69.25,30.22,25.64,10596,783
lake_560,-41.25,-68.75,2.18,6.07,123094,881
lake_561,-41.25,-68.25,0.23,5.27,1113288,1009
lake_562,-41.25,-67.75,3.22,5.1,123079,647
lake_563,-41.25,-67.25,0.14,4.07,1113258,959
lake_564,-41.25,-66.75,0.65,6.67,1113317,1311
lake_565,-41.25,-66.25,0.86,10.55,1113248,450
lake_566,-41.25,-65.75,1.59,7.9,123077,210
lake_567,-41.25,-65.25,0.17,9.11,1113236,171
lake_568,-41.25,145.25,0.86,12.6,1427111,316
lake_569,-41.25,145.75,2.13,12.53,185029,641
lake_570,-41.25,146.25,5.87,13.45,185028,124
lake_571,-41.25,146.75,1.41,14.22,185024,75
lake_572,-41.25,147.25,0.56,10.19,1427071,2
lake_573,-41.25,147.75,0.33,8.69,1427078,79
lake_574,-41.25,148.25,0.23,9.93,1427077,108
lake_575,-41.25,172.25,0.28,5.29,1427074,1214
lake_576,-41.25,172.75,1.9,21.81,185025,817
lake_577,-41.25,173.25,0.47,11.6,1427099,4
lake_578,-41.25,173.75,0.24,11.77,1427075,4
lake_579,-41.25,174.75,4.45,94.47,185023,1
lake_580,-41.25,175.25,69.97,96.8,16660,0
lake_581,-40.75,-72.75,157.33,371.94,988,187
lake_582,-40.75,-72.25,231.44,327.76,989,123
lake_583,-40.75,-71.75,529.18,464,990,769
lake_584,-40.75,-71.25,74.97,136.11,10593,805
lake_585,-40.75,-70.75,53.37,82.31,10590,695
lake_586,-40.75,-70.25,0.34,4.59,1113163,580
lake_587,-40.75,-69.75,0.22,6.19,1113226,1228
lake_588,-40.75,-69.25,0.54,3.15,1113143,1144
lake_589,-40.75,-68.75,0.27,4.31,1113120,1122
lake_590,-40.75,-68.25,0.16,4.96,1113115,1022
lake_591,-40.75,-67.75,0.32,4.05,1113183,693
lake_592,-40.75,-67.25,0.24,4.56,1113215,520
lake_593,-40.75,-66.75,0.27,10.24,1113132,348
lake_594,-40.75,-66.25,4.62,9.27,123061,106
lake_595,-40.75,-65.75,46.62,13.95,10591,109
lake_596,-40.75,-64.75,0.35,11.82,1113142,104
lake_597,-40.75,-64.25,0.12,10.1,1113119,113
lake_598,-40.75,-63.75,0.37,9.52,1113125,45
lake_599,-40.75,-63.25,0.54,8.08,1113172,2
lake_600,-40.75,-62.75,26.81,94.69,10588,-7
lake_601,-40.75,-62.25,20.18,45.97,10594,-2
lake_602,-40.75,145.25,0.64,16.29,1427065,35
lake_603,-40.75,147.75,2.47,7.01,185022,4
lake_604,-40.75,148.25,0.18,14.73,1427070,34
lake_605,-40.75,172.25,0.62,13.33,1427062,3
lake_606,-40.75,172.75,0.37,4.95,1427067,991
lake_607,-40.75,173.75,0.26,14.14,1427064,2
lake_608,-40.75,175.25,2.77,12.43,185021,7
lake_609,-40.25,-73.75,0.16,11.33,1113046,22
lake_610,-40.25,-73.25,1.16,13.26,123046,5
lake_611,-40.25,-72.25,426.9,199,987,64
lake_612,-40.25,-71.75,7.94,29.65,123048,1012
lake_613,-40.25,-71.25,34.83,26.66,10581,900
lake_614,-40.25,-70.25,231,221.05,986,577
lake_615,-40.25,-69.75,16.81,23.05,10580,478
lake_616,-40.25,-68.75,0.54,3.31,1113112,1095
lake_617,-40.25,-68.25,0.26,5,1113103,1011
lake_618,-40.25,-67.75,0.12,6.39,1113081,616
lake_619,-40.25,-67.25,1.1,14.17,123056,427
lake_620,-40.25,-66.75,0.24,10.91,1113083,279
lake_621,-40.25,-66.25,15.63,11.93,10584,81
lake_622,-40.25,-65.75,5.29,8.59,123050,26
lake_623,-40.25,-65.25,0.11,8.45,1113044,128
lake_624,-40.25,-64.75,0.19,3.94,1113057,132
lake_625,-40.25,-64.25,0.2,11.26,1113052,50
lake_626,-40.25,-63.75,0.21,16.66,1113047,47
lake_627,-40.25,-63.25,3.48,14.58,123053,-12
lake_628,-40.25,-62.75,6.65,7.72,123055,-10
lake_629,-40.25,143.75,0.44,10.76,1427053,0
lake_630,-40.25,148.25,1.23,10.13,185019,-1
lake_631,-40.25,175.25,0.14,13.67,1427054,85
lake_632,-40.25,176.75,1.27,10.02,185018,130
lake_633,-39.75,-73.25,1.46,9.07,123037,0
lake_634,-39.75,-72.25,110.59,324.6,985,131
lake_635,-39.75,-71.75,28.2,32.39,10579,602
lake_636,-39.75,-71.25,105.16,354.21,984,894
lake_637,-39.75,-70.75,0.36,3.6,1112965,1068
lake_638,-39.75,-70.25,0.22,4.24,1113023,903
lake_639,-39.75,-68.25,0.23,8.44,1113031,575
lake_640,-39.75,-67.75,0.23,12.54,1112982,429
lake_641,-39.75,-67.25,0.19,7.38,1113001,212
lake_642,-39.75,-66.75,26.6,21.87,10576,60
lake_643,-39.75,-66.25,0.22,12.68,1112985,196
lake_644,-39.75,-65.75,0.24,7.41,1113024,146
lake_645,-39.75,-65.25,0.18,17.8,1112945,174
lake_646,-39.75,-64.75,0.74,8.58,1112980,91
lake_647,-39.75,-64.25,0.38,5.18,1112995,89
lake_648,-39.75,-63.75,0.31,13.13,1112993,86
lake_649,-39.75,-63.25,0.64,16.1,1113007,7
lake_650,-39.75,-62.75,3.93,11.65,123027,17
lake_651,-39.75,-62.25,0.34,8.5,1112971,2
lake_652,-39.75,144.25,0.29,15.41,1427036,11
lake_653,-39.75,148.25,0.7,12.74,1427041,3
lake_654,-39.75,174.75,2.79,15.06,185017,85
lake_655,-39.75,175.25,0.1,11.7,1427046,236
lake_656,-39.75,176.75,0.23,11.81,1427042,168
lake_657,-39.25,-73.25,0.36,6.6,1112881,2
lake_658,-39.25,-72.25,171.8,351.6,982,215
lake_659,-39.25,-71.75,49.04,106.12,10573,470
lake_660,-39.25,-71.25,24.14,35.45,10574,980
lake_661,-39.25,-70.75,1.23,9.92,123018,1322
lake_662,-39.25,-70.25,16.75,32.1,10569,1277
lake_663,-39.25,-69.25,0.46,14.5,1112929,371
lake_664,-39.25,-68.75,711.88,80.51,981,370
lake_665,-39.25,-67.25,1.37,8.38,123024,158
lake_666,-39.25,-66.75,0.22,12.78,1112853,266
lake_667,-39.25,-66.25,0.51,9.85,1112873,230
lake_668,-39.25,-65.75,0.35,8.01,1112851,153
lake_669,-39.25,-65.25,0.22,5.39,1112892,167
lake_670,-39.25,-64.75,0.26,10.43,1112932,141
lake_671,-39.25,-64.25,0.36,12.36,1112897,112
lake_672,-39.25,-63.75,22.3,97.27,10568,4
lake_673,-39.25,-63.25,1.07,13.33,123011,5
lake_674,-39.25,-62.75,1.41,10.67,123019,14
lake_675,-39.25,-62.25,7.98,11.84,123025,2
lake_676,-39.25,174.25,0.35,10.88,1427031,205
lake_677,-39.25,175.75,15.6,25.96,16659,567
lake_678,-39.25,176.75,1.7,12.91,185014,159
lake_679,-39.25,177.25,0.4,9.58,1427027,5
lake_680,-39.25,177.75,4.08,11.2,185013,3
lake_681,-38.75,-73.25,55.51,102.87,10564,1
lake_682,-38.75,-72.75,0.1,9.84,1112691,37
lake_683,-38.75,-72.25,0.23,6.74,1112846,328
lake_684,-38.75,-71.75,6.26,25.31,122982,1121
lake_685,-38.75,-71.25,55.91,21.1,10567,1153
lake_686,-38.75,-70.75,0.39,5.64,1112829,2089
lake_687,-38.75,-70.25,0.57,3.79,1112837,1217
lake_688,-38.75,-69.75,0.26,4,1112802,940
lake_689,-38.75,-68.75,396.03,43.85,978,414
lake_690,-38.75,-68.25,6.03,35.48,122976,339
lake_691,-38.75,-67.75,108.69,24.23,980,272
lake_692,-38.75,-67.25,1.2,7.33,123009,288
lake_693,-38.75,-66.75,1.02,8.48,122994,191
lake_694,-38.75,-65.75,21.54,18.17,10558,172
lake_695,-38.75,-65.25,5.27,6.56,122975,158
lake_696,-38.75,-64.75,0.82,10.25,1112650,220
lake_697,-38.75,-64.25,38.96,100.81,10561,-19
lake_698,-38.75,-63.75,4.99,7.27,122986,0
lake_699,-38.75,-63.25,56.66,72.26,10560,-21
lake_700,-38.75,-62.75,51.42,96.32,10563,-43
lake_701,-38.75,-62.25,0.36,14.76,1112758,4
lake_702,-38.75,-61.75,0.39,8.09,1112809,18
lake_703,-38.75,-61.25,14.65,12.31,10566,7
lake_704,-38.75,-60.75,1.71,11.76,122991,47
lake_705,-38.75,-60.25,0.35,7.87,1112659,61
lake_706,-38.75,-59.75,0.13,6.37,1112681,25
lake_707,-38.75,-59.25,2.61,12.37,122987,15
lake_708,-38.75,-58.75,0.57,8.87,1112641,24
lake_709,-38.75,142.75,2.66,6.24,185010,0
lake_710,-38.75,143.25,0.28,6.98,1427013,-4
lake_711,-38.75,143.75,0.18,7.2,1427007,180
lake_712,-38.75,145.75,0.55,9.2,1427006,75
lake_713,-38.75,174.25,0.11,14.69,1427023,9
lake_714,-38.75,175.75,612.18,186,1698,356
lake_715,-38.75,176.25,0.65,8.96,1427011,336
lake_716,-38.75,177.25,48.94,101.89,16658,585
lake_717,-38.75,177.75,0.34,14.41,1427009,28
lake_718,-38.25,-73.25,36.5,100.74,10553,5
lake_719,-38.25,-72.75,0.12,11.68,1112447,140
lake_720,-38.25,-72.25,0.12,6.56,1112559,287
lake_721,-38.25,-71.75,0.61,5.83,1112537,892
lake_722,-38.25,-71.25,0.18,8.13,1112557,1765
lake_723,-38.25,-70.75,0.29,7.61,1112624,1740
lake_724,-38.25,-70.25,0.46,6.22,1112584,1130
lake_725,-38.25,-69.25,0.49,9.32,1112416,241
lake_726,-38.25,-67.25,238.31,60.71,977,279
lake_727,-38.25,-66.25,118.04,20.79,976,197
lake_728,-38.25,-65.75,51.8,22.3,10551,216
lake_729,-38.25,-65.25,2.87,7.25,122938,203
lake_730,-38.25,-64.75,0.63,12.12,1112495,152
lake_731,-38.25,-64.25,5.42,8.66,122956,24
lake_732,-38.25,-63.75,64.43,74.64,10554,1
lake_733,-38.25,-63.25,3.25,6.43,122937,181
lake_734,-38.25,-62.75,1.33,14.04,122940,214
lake_735,-38.25,-62.25,4.12,6.47,122943,230
lake_736,-38.25,-61.75,16.3,13.91,10555,155
lake_737,-38.25,-61.25,0.87,9.32,1112571,246
lake_738,-38.25,-60.75,2.13,13.1,122947,171
lake_739,-38.25,-60.25,0.24,15.48,1112520,147
lake_740,-38.25,-59.75,1.84,12.42,122939,166
lake_741,-38.25,-59.25,4.71,9.68,122961,77
lake_742,-38.25,141.25,0.37,10.33,1426935,7
lake_743,-38.25,142.25,0.69,11.21,1426992,0
lake_744,-38.25,142.75,2.44,17.56,184992,104
lake_745,-38.25,143.25,213.37,42.52,1697,113
lake_746,-38.25,143.75,15.15,12.88,16655,86
lake_747,-38.25,144.25,8.08,35.98,184996,0
lake_748,-38.25,144.75,0.96,14.87,1426901,2
lake_749,-38.25,145.25,1.8,13.24,185000,72
lake_750,-38.25,145.75,0.31,8.82,1427005,58
lake_751,-38.25,146.25,2.21,7.43,184983,46
lake_752,-38.25,146.75,0.44,13.47,1426982,154
lake_753,-38.25,147.25,146.7,67.84,1696,1
lake_754,-38.25,147.75,1.43,11.65,184964,-1
lake_755,-38.25,174.75,1.89,13.88,184982,7
lake_756,-38.25,175.75,43.55,14.68,16648,113
lake_757,-38.25,176.25,79.86,20.65,16649,282
lake_758,-38.25,176.75,7.36,23.5,184967,300
lake_759,-37.75,-73.25,30.76,100.89,10550,8
lake_760,-37.75,-72.75,0.97,16.47,1112280,99
lake_761,-37.75,-71.75,4.34,24.35,122918,517
lake_762,-37.75,-71.25,9.48,26.88,122908,1608
lake_763,-37.75,-70.75,0.14,5.48,1112276,1523
lake_764,-37.75,-70.25,0.13,6.73,1112203,1601
lake_765,-37.75,-69.25,0.26,6.53,1112386,294
lake_766,-37.75,-68.25,0.22,9.45,1112150,433
lake_767,-37.75,-67.75,116.75,28.52,975,352
lake_768,-37.75,-66.25,1.35,9.24,122898,232
lake_769,-37.75,-65.75,26.08,25.64,10548,215
lake_770,-37.75,-65.25,2.75,12.06,122884,213
lake_771,-37.75,-64.75,0.21,6.09,1112282,214
lake_772,-37.75,-64.25,0.23,9.92,1112115,152
lake_773,-37.75,-63.75,0.46,7.73,1112077,142
lake_774,-37.75,-63.25,1.26,11.55,122857,166
lake_775,-37.75,-62.75,18.9,9.62,10549,237
lake_776,-37.75,-62.25,0.77,8.2,1112222,321
lake_777,-37.75,-61.25,3.04,9.91,122876,237
lake_778,-37.75,-60.75,1.11,11.53,122873,202
lake_779,-37.75,-60.25,1.09,10.27,122874,219
lake_780,-37.75,-59.75,0.2,14.15,1112391,195
lake_781,-37.75,-58.75,0.15,11.66,1112129,138
lake_782,-37.75,-58.25,0.12,10.06,1112360,116
lake_783,-37.75,-57.75,1.97,12.69,122929,50
lake_784,-37.75,-57.25,1.53,10.18,122868,-3
lake_785,-37.75,140.25,60.81,87.93,16643,-2
lake_786,-37.75,140.75,1.36,13.59,184937,67
lake_787,-37.75,141.25,0.28,6.03,1426807,66
lake_788,-37.75,142.25,6.65,12.18,184932,253
lake_789,-37.75,142.75,12.49,12.87,16642,212
lake_790,-37.75,143.25,1.45,9.01,184939,276
lake_791,-37.75,143.75,21.3,32.73,16641,378
lake_792,-37.75,144.25,2.28,19.57,184944,402
lake_793,-37.75,144.75,1.23,11.83,184954,1
lake_794,-37.75,145.25,3.7,21.26,184945,175
lake_795,-37.75,145.75,5.09,23.98,184943,357
lake_796,-37.75,146.75,12.46,13.01,16644,68
lake_797,-37.75,147.75,0.38,12.34,1426867,0
lake_798,-37.75,148.25,0.16,9.07,1426853,0
lake_799,-37.75,148.75,1.37,8.29,184947,-2
lake_800,-37.75,149.25,1.35,15.63,184946,0
lake_801,-37.75,149.75,1.49,14.14,184933,-3
lake_802,-37.75,174.75,0.31,6.93,1426861,6
lake_803,-37.75,175.25,3.96,9.21,184935,8
lake_804,-37.75,175.75,10.87,11.49,16645,59
lake_805,-37.75,176.25,0.28,7.4,1426857,100
lake_806,-37.75,176.75,0.11,13.29,1426877,6
lake_807,-37.25,-72.75,0.35,8.71,1111979,85
lake_808,-37.25,-72.25,0.13,11.41,1111793,250
lake_809,-37.25,-71.75,0.22,9.81,1111943,469
lake_810,-37.25,-71.25,64.96,102.44,10545,1359
lake_811,-37.25,-70.75,0.48,7.22,1111890,1959
lake_812,-37.25,-70.25,0.43,4.76,1111775,2454
lake_813,-37.25,-69.75,1.71,5.35,122823,1408
lake_814,-37.25,-67.75,0.88,9.87,1112034,452
lake_815,-37.25,-66.75,0.26,14.17,1111821,269
lake_816,-37.25,-66.25,0.13,9.72,1112075,248
lake_817,-37.25,-65.75,0.2,9.21,1111790,303
lake_818,-37.25,-65.25,0.38,7.07,1111835,281
lake_819,-37.25,-64.75,0.3,4.81,1111959,216
lake_820,-37.25,-64.25,1.55,15.24,122815,140
lake_821,-37.25,-63.75,15.5,11.23,10543,99
lake_822,-37.25,-63.25,8.25,10.15,122819,121
lake_823,-37.25,-62.75,149.8,31.01,974,96
lake_824,-37.25,-62.25,2.38,9.65,122812,195
lake_825,-37.25,-61.75,1.04,11.41,122796,178
lake_826,-37.25,-61.25,0.18,18.28,1111780,151
lake_827,-37.25,-60.75,0.2,7.94,1111764,173
lake_828,-37.25,-60.25,1.7,13.34,122822,245
lake_829,-37.25,-59.75,0.41,12.44,1112064,232
lake_830,-37.25,-59.25,0.16,10.59,1111981,196
lake_831,-37.25,-58.75,0.14,8.08,1111854,123
lake_832,-37.25,-58.25,0.54,9.08,1111813,40
lake_833,-37.25,-57.75,0.63,8.93,1111784,4
lake_834,-37.25,-57.25,1.09,9.71,122794,4
lake_835,-37.25,-56.75,1.09,14.26,122787,-1
lake_836,-37.25,139.75,35.71,52.91,16635,-6
lake_837,-37.25,140.25,3.84,8.55,184929,0
lake_838,-37.25,140.75,0.22,13.86,1426778,59
lake_839,-37.25,141.25,1.52,13.85,184908,152
lake_840,-37.25,141.75,50.5,21.37,16637,190
lake_841,-37.25,142.25,7.51,10.74,184913,439
lake_842,-37.25,142.75,20.23,19.03,16634,185
lake_843,-37.25,143.75,8.61,15.51,184904,202
lake_844,-37.25,144.25,1.66,19.7,184922,481
lake_845,-37.25,144.75,0.54,13.34,1426788,435
lake_846,-37.25,145.25,0.18,4.51,1426758,188
lake_847,-37.25,145.75,43.49,93.9,16636,260
lake_848,-37.25,146.25,0.16,5.7,1426769,260
lake_849,-37.25,174.75,1.39,13.76,184912,3
lake_850,-37.25,175.25,33.01,102.08,16639,7
lake_851,-37.25,175.75,0.29,15.09,1426783,149
lake_852,-36.75,-73.25,0.59,13.13,1111664,21
lake_853,-36.75,-72.25,0.92,13.57,1111601,66
lake_854,-36.75,-71.75,1.43,14.9,122725,299
lake_855,-36.75,-71.25,0.81,12.14,1111709,1774
lake_856,-36.75,-70.75,1.09,7.93,122713,2061
lake_857,-36.75,-70.25,2.06,10.7,122768,2320
lake_858,-36.75,-69.75,0.88,5.01,1111497,1004
lake_859,-36.75,-68.75,0.22,6.23,1111588,1061
lake_860,-36.75,-68.25,0.27,7.15,1111757,928
lake_861,-36.75,-67.75,0.31,3.95,1111589,536
lake_862,-36.75,-67.25,3.55,7.9,122734,287
lake_863,-36.75,-66.75,0.2,7.46,1111600,283
lake_864,-36.75,-65.75,0.24,8.62,1111434,305
lake_865,-36.75,-65.25,1.08,7.84,122710,254
lake_866,-36.75,-64.75,0.16,16.78,1111681,236
lake_867,-36.75,-64.25,2.06,11.02,122723,165
lake_868,-36.75,-63.75,1.36,10.19,122712,133
lake_869,-36.75,-63.25,0.16,13.62,1111414,115
lake_870,-36.75,-62.75,137.62,18.13,973,103
lake_871,-36.75,-62.25,85.75,17.09,10537,107
lake_872,-36.75,-61.75,6.36,9.44,122722,108
lake_873,-36.75,-61.25,0.69,9.21,1111459,107
lake_874,-36.75,-60.75,0.19,10.95,1111752,168
lake_875,-36.75,-60.25,1.48,14.37,122762,179
lake_876,-36.75,-58.25,1.06,8.35,122736,19
lake_877,-36.75,-57.75,1.61,9.81,122724,3
lake_878,-36.75,-57.25,1.15,15.9,122738,0
lake_879,-36.75,-56.75,31.81,54,10538,-2
lake_880,-36.75,139.75,4.95,9.8,184885,1
lake_881,-36.75,140.25,0.55,10.16,1426630,31
lake_882,-36.75,140.75,0.17,6.2,1426673,36
lake_883,-36.75,141.25,0.4,9.29,1426682,128
lake_884,-36.75,141.75,2.56,13.97,184883,105
lake_885,-36.75,142.25,3.2,12.77,184891,140
lake_886,-36.75,142.75,0.85,11.4,1426629,121
lake_887,-36.75,143.25,0.11,11.86,1426642,213
lake_888,-36.75,143.75,1.21,12.23,184897,163
lake_889,-36.75,144.25,0.33,11.23,1426736,367
lake_890,-36.75,144.75,9.84,16.16,184898,184
lake_891,-36.75,145.25,44.99,25.34,16632,114
lake_892,-36.75,145.75,0.17,17.07,1426634,173
lake_893,-36.75,146.25,4.05,9.2,184899,263
lake_894,-36.75,146.75,2.79,10.86,184887,266
lake_895,-36.75,147.25,1.79,20.07,184900,1595
lake_896,-36.75,147.75,39.58,77.17,16633,452
lake_897,-36.75,149.25,1.28,5.94,184882,939
lake_898,-36.75,149.75,0.23,12.94,1426695,0
lake_899,-36.75,174.25,0.85,19.15,1426628,70
lake_900,-36.75,174.75,0.42,11.8,1426708,6
lake_901,-36.25,-71.75,2.15,11.09,122679,333
lake_902,-36.25,-71.25,1.23,22.45,122682,674
lake_903,-36.25,-70.75,47.11,50.5,10533,2163
lake_904,-36.25,-70.25,2.98,47.57,122660,2182
lake_905,-36.25,-69.75,2.44,17.87,122709,1627
lake_906,-36.25,-68.75,0.24,4.05,1111290,1269
lake_907,-36.25,-68.25,0.38,3.15,1111255,1191
lake_908,-36.25,-66.75,0.47,9.73,1111357,306
lake_909,-36.25,-65.75,0.21,9.86,1111274,294
lake_910,-36.25,-65.25,0.23,11.28,1111392,283
lake_911,-36.25,-64.75,0.65,10.97,1111304,186
lake_912,-36.25,-64.25,1.34,7.76,122620,168
lake_913,-36.25,-63.75,5.83,7.63,122617,135
lake_914,-36.25,-63.25,1.87,13.21,122654,99
lake_915,-36.25,-62.75,1.61,7.31,122647,87
lake_916,-36.25,-62.25,20.72,14.45,10532,81
lake_917,-36.25,-61.75,1.91,6.3,122629,88
lake_918,-36.25,-61.25,3.96,11.88,122701,97
lake_919,-36.25,-60.75,3.71,8.04,122707,97
lake_920,-36.25,-60.25,0.15,14.13,1111178,73
lake_921,-36.25,-59.75,0.26,16.59,1111062,51
lake_922,-36.25,-59.25,0.41,11.63,1111032,32
lake_923,-36.25,-58.75,0.62,11.13,1111405,39
lake_924,-36.25,-58.25,2.45,8.35,122655,6
lake_925,-36.25,-57.75,7.7,8.44,122643,4
lake_926,-36.25,-57.25,0.14,8.76,1111180,0
lake_927,-36.25,-56.75,0.15,12.71,1111364,1
lake_928,-36.25,139.75,1.17,12.06,184868,15
lake_929,-36.25,140.25,0.47,8.44,1426585,20
lake_930,-36.25,141.75,128.86,15.69,1693,74
lake_931,-36.25,142.25,0.67,11.03,1426583,112
lake_932,-36.25,142.75,1.12,7.92,184867,104
lake_933,-36.25,143.25,0.34,12.61,1426617,117
lake_934,-36.25,143.75,1.92,6.26,184861,92
lake_935,-36.25,144.25,1.26,10.23,184874,108
lake_936,-36.25,144.75,9.7,11.02,184876,102
lake_937,-36.25,145.25,1.61,12.67,184877,111
lake_938,-36.25,145.75,1.55,13.31,184866,127
lake_939,-36.25,146.25,54.9,19.26,16631,163
lake_940,-36.25,146.75,0.15,8.07,1426508,145
lake_941,-36.25,147.25,111.03,66.68,1694,180
lake_942,-36.25,148.25,2.65,9.71,184865,298
lake_943,-36.25,148.75,121.5,96.19,1695,1154
lake_944,-36.25,149.75,0.61,11.32,1426625,104
lake_945,-36.25,150.25,0.22,14.92,1426528,0
lake_946,-36.25,174.25,0.68,11.06,1426600,46
lake_947,-36.25,174.75,0.17,17.66,1426566,13
lake_948,-35.75,-72.25,0.64,14.46,1110908,167
lake_949,-35.75,-71.25,41.85,28.59,10524,425
lake_950,-35.75,-70.75,5.52,20.91,122506,1297
lake_951,-35.75,-70.25,0.62,8.09,1110386,2804
lake_952,-35.75,-69.25,405.96,23.24,971,1335
lake_953,-35.75,-66.25,0.32,12.71,1110373,359
lake_954,-35.75,-64.75,0.34,8.79,1110938,205
lake_955,-35.75,-64.25,10.28,8.89,10529,174
lake_956,-35.75,-63.75,1.55,7.72,122375,141
lake_957,-35.75,-63.25,1.28,9.16,122470,97
lake_958,-35.75,-62.75,6.15,7.39,122400,89
lake_959,-35.75,-62.25,1.08,10.42,122383,84
lake_960,-35.75,-61.75,10.17,8.05,10528,79
lake_961,-35.75,-61.25,4.51,8.58,122371,74
lake_962,-35.75,-60.75,2.22,9.6,122433,73
lake_963,-35.75,-60.25,2.9,10.26,122503,51
lake_964,-35.75,-59.75,0.18,19.56,1110509,33
lake_965,-35.75,-59.25,5.34,15.8,122390,17
lake_966,-35.75,-58.75,2.87,10.68,122382,17
lake_967,-35.75,-58.25,27.3,103.62,10521,5
lake_968,-35.75,-57.75,5.5,12.41,122485,4
lake_969,-35.75,136.75,0.23,13.96,1426491,155
lake_970,-35.75,137.25,8.14,30.07,184854,11
lake_971,-35.75,137.75,2.67,11.77,184852,2
lake_972,-35.75,138.25,0.33,7.51,1426470,0
lake_973,-35.75,139.25,862.59,5,1692,0
lake_974,-35.75,139.75,0.94,15.53,1426503,9
lake_975,-35.75,140.25,0.11,6.3,1426506,17
lake_976,-35.75,142.75,0.18,14.86,1426430,63
lake_977,-35.75,143.25,0.33,5.27,1426504,101
lake_978,-35.75,143.75,7.47,10.39,184835,68
lake_979,-35.75,144.25,23.15,13.87,16628,82
lake_980,-35.75,144.75,1.09,34.09,184856,92
lake_981,-35.75,145.25,0.31,15.05,1426461,107
lake_982,-35.75,145.75,0.25,11.44,1426466,110
lake_983,-35.75,146.25,35.46,15.11,16629,124
lake_984,-35.75,146.75,0.33,11.08,1426456,200
lake_985,-35.75,147.75,0.67,12.4,1426476,487
lake_986,-35.75,148.25,18.03,30.77,16627,546
lake_987,-35.75,148.75,2.97,21.29,184849,1204
lake_988,-35.75,150.25,2.33,38.54,184844,3
lake_989,-35.75,173.75,1.87,16.21,184850,71
lake_990,-35.75,174.25,0.12,8.89,1426453,115
lake_991,-35.25,-72.25,0.16,4.94,1109765,3
